pro_code,pro,year,pop,rubanpop,ruralpop,gdp_nominal,gdp_1952,revenue,price_index,agri_total_employed,agri_total_output_nominal,agri_total_output_1952,crop_total_output_nominal,crop_total_output_index,crop_production,cotton_production,oil_production,livestock_num,working_livestock_num,pigs_num,sheep_num,machine_power,irrigated_area,crop_cultivation_area,oil_cultivation_area,crop_cultivation_area,fertilizer,electric,crop_procurement,crop_transfer,total_collective_percent,mutual_group_percent,primary_collective_percent,advanced_collective_percent,ind_total_employed,ind_total_output_nominal,ind_total_output_weighted,heavy_total_output_value_nominal,light_total_output_value_nominal,coal_production,steel_production,steel_product_production,cement_production,electric_power_production,infrastructure_total_invest,infrastructure_fixed_assets,infrastructure_rail,infrastructure_road,primary_num,middle_num,college_num,private_sector_num_1953,coop_sector_num_1953,coop_sector_num_1954,coop_sector_num_1955,coop_sector_num_1956,private_employees_1953,private_industry_output_1953,coop_employees_num_1956,coop_output_1956
34,Anhui,1967,3523,403,3120,56.9,154.7,5.36,,,34.2,135.6,32.99,138.9,1008.2,11.31,15.72,260.14,186.82,788.38,188.78,,1961.6,6296.7,257.8,300,,2.5,176.1,-10,,,,,,12.1,356.7,8.19,15.39,653.76,12.64,8.87,46.72,15.05,2.57,2.3,887,16370,385.27,29.88,1.1,,,,,,,,,
34,Anhui,1968,3641,412,3229,56.1,154.7,4.83,,,35.2,138.6,34,143.2,1068.6,12.02,16.23,281.11,199.25,708.09,211.83,,2035.5,6188.6,228.3,272.9,,2.57,204.9,-32,,,,,,11.3,341.4,8.64,14.77,834.93,15.7,8.85,26.33,15.43,2.48,2.3,887,16381,371.62,31.67,0.66,,,,,,,,,
34,Anhui,1969,3762,420,3342,58.1,152,7.1,,,32.4,127.2,29.83,125.6,933.1,8.11,15.16,276.2,210.59,655.22,161.16,,2173.3,6075.8,226.8,241.5,,2.62,161.2,-15,,,,,,15.7,465.7,15.3,18.83,1219.12,29.22,16.5,22.63,22.51,4.32,3.7,887,17355,385.13,43.19,0.17,,,,,,,,,
34,Anhui,1970,3940,426,3514,71.8,187,11.14,,1442.4,40.1,156.3,38.84,163.6,1263.8,12.01,15.28,273.6,202.27,795.28,134.74,,2256.1,6226.8,211.3,313.8,,3.24,228.9,-30,,,,,86,20.5,627.7,20.99,23.41,1542.1,44.57,24.41,37.58,29.31,6.52,6.7,887,17395,401.63,57.12,0.35,,,,,,,,,
34,Anhui,1971,4073,455,3618,80,200.9,13.94,101.2,,42.6,161.2,42.35,168.6,1361.2,9.79,20.31,272.97,207.96,925.46,114.77,,1905.4,6298.1,253.9,311.3,,3.85,225.6,-50,,,,,,24.8,756.4,26.55,30,1718.66,59.69,31.83,60.15,35.02,8.67,8.7,1182,18829,443.44,106.6,0.35,,,,,,,,,
34,Anhui,1972,4199,476,3723,85.9,210.3,14.9,99.4,,46,168.1,45.99,176,1367.4,13.56,23.85,278.76,216.47,1102.79,119.89,,1962.4,6338.4,299.4,325.2,,4.49,214.2,-20,,,,,,26,780.6,28.93,32.71,1764.68,68.22,38.76,79.98,41.47,8.46,8.5,1203,18870,539.12,131.29,0.69,,,,,,,,,
34,Anhui,1973,4317,496,3821,92.3,220.2,16.9,99.9,,49,173.7,51.65,193.2,1553.9,16.28,25.01,275.34,211.17,1103.54,104.45,194.5,2047.4,6317.3,329.6,344.7,,5.9,249.1,-35,,,,,,28.4,850.1,34.75,37.15,1816.44,75.29,42.51,96.8,51.09,9.55,9.5,1257,19380,641.34,125.15,0.92,,,,,,,,,
34,Anhui,1974,4409,505,3904,91.5,220.8,13.37,100,,50.3,178.2,53.47,197.8,1554,17.19,27.64,276.87,214.05,1066.77,127.83,241.1,2177.9,6303.5,319,348.8,,5.77,245.6,-40,,,,,,25.9,773.6,30.42,37.52,1458.94,63.65,38.28,115.62,46.12,9.52,9.1,1257,19474,711.72,126.66,1.36,,,,,,,,,
34,Anhui,1975,4492,523,3969,97.1,228.6,15.74,100.1,1523.1,50,174.8,52.99,193.4,1535.5,14.31,30,273.55,210.43,1178,144.1,294.1,2296.4,6242.9,358.3,332.2,,5.57,254.8,-40,,,,,125,29.2,872.6,38.31,43.54,1925.57,72.74,46.23,103.48,55.46,10.74,9.9,938,20644,786.88,158.7,1.59,,,,,,,,,
34,Anhui,1976,4558,537,4021,105.8,248.2,17.89,100,,55.3,189,59.36,212.6,1684.2,14.3,26.9,262.86,208.09,1353.98,172.59,380.1,2410.5,6408.8,340.6,332.2,,7.59,276.3,-50,,,,,,31.4,954.6,41.87,46.26,2082.02,67.8,48.41,139.5,60.65,11.91,11.4,938,22282,823.71,222.5,1.83,,,,,,,,,
34,Anhui,1977,4628,547,4081,108.1,244,18.46,100,,52.9,175.2,54.9,190.9,1500.5,12.68,23.58,254.36,201.95,1229.16,215.35,442.8,2314.9,6349.3,335.9,338.7,,6.48,234.8,-50,,,,,,34.7,1043.4,45.97,50.47,2222.38,79.77,51.18,144.37,68.48,10.21,10.1,951,22812,805.04,291.38,2.27,,,,,,,,,
34,Anhui,1978,4713,581,4132,114.1,245,22.48,100,1564.2,53.8,169.7,56.83,189.4,1482.6,11.49,32.57,254.33,201.8,1165.89,299.58,541.5,2397.5,6186.8,400.1,326.9,31.3,9.45,185.7,23.6,,,,,192.2,40.6,1205.1,51.46,52.39,2453.24,89.5,69.96,159.08,83.36,13.08,13.1,978,23680,796.16,291.42,2.94,,,,,,,,,
34,Anhui,1979,4803,610,4193,127.5,269.2,21.1,102.1,1597.3,61.2,188.2,64.58,209.7,1609.6,9.73,44.65,264.41,212.51,1131.86,363.1,617.3,2518.6,6287.8,508.5,299.2,43.8,9.91,308.9,-32.5,,,,,195.8,44.1,1320.8,59.3,54.45,2477.94,99.79,72.08,182.89,94.96,12.65,13.8,978,23903,811.29,278.68,3.33,,,,,,,,,
35,Fujian,1950,1211,,,,,0.83,,,,,6.85,83.1,311,0.007,6.46,70.8,,200,15,0.2,633.33,1919.13,88.57,0.41,0.13,,,,,,,,,,,0.1,2.35,0.04,,,,0.08,,0.38,,2339,50.09,6.84,0.36,5493,34,45,107,681,46421,145960,36309,192353
35,Fujian,1951,1238,,,,,1.58,107.3,,,,6.86,88.9,337,0.007,7.46,79.2,,221.5,16.9,0.2,638.67,1927.93,85.77,0.41,0.32,,,,11.23,11.23,,,,,,0.22,2.98,0.01,,,,0.09,,0.37,,2857,97.19,7.85,0.38,,,,,,,,,
35,Fujian,1952,1270,,,12.73,100,2.2,97.9,388.16,8.39,100,7.38,100,372,0.007,9.89,86.9,,251.6,19.2,0.25,643.33,1938.87,93.81,0.02,0.7,,,,47.03,47.02,0.009,,24.79,2.42,100,0.46,3.74,0.3,,,,0.12,,0.62,,2839,102.59,11.55,0.47,,,,,,,,,
35,Fujian,1953,1303,,,14.38,112.6,1.98,101.9,397.77,8.89,103.8,8.26,103.3,388,0.011,7.3,92.2,,256,22.2,0.3,658,1961.53,97.61,0.54,0.99,,75.4,-8.3,51.1,51,0.102,,27.48,3.16,131.8,0.53,4.94,1.07,,,,0.17,0.38,0.82,,3310,95.04,12.79,0.38,,,,,,,,,
35,Fujian,1954,1342,251.9,1086.6,14.86,117.6,2.32,99.9,402.78,8.82,103.8,7.74,102.5,377,0.003,9.18,96.1,,263.3,23.5,0.45,734,1957.33,101.49,0.31,1.44,,94.6,-15.7,62.31,60.71,1.593,0.003,31.36,3.17,133.5,0.62,5.59,2.12,,,0.01,0.23,0.66,1.18,,4014,99.3,13.17,0.45,,,,,,,,,
35,Fujian,1955,1379,206.7,1159.9,16.45,129.1,2.46,101.6,408.32,9.62,110.4,8.34,108.1,389.5,0.002,9.74,98.5,,247.4,22.7,0.65,694,1988.27,121.96,0.23,1.67,,79.3,3.2,70.48,55.29,15.136,0.145,35.87,3.49,148.8,0.67,5.81,2.63,,,0.72,0.29,2.48,2.16,,4606,107.7,13.32,0.46,,,,,,,,,
35,Fujian,1956,1416,227.4,1173,20.81,161.2,2.96,102.2,416.03,11.29,125.2,9.56,123.2,443.5,0.003,9,104.6,,260.3,28.6,0.72,744,2188.93,110.95,0.17,2,,85.4,-0.7,88.9,,26.7,62.2,45.06,5.68,237.2,1.08,6.44,8.12,,,5.51,0.45,3.99,5.41,354,5279,132.14,17.66,0.65,,,,,,,,,
35,Fujian,1957,1461,237,1215.5,22.03,172,3.22,100.5,422.05,12.31,137.1,9.41,121.3,444,0.002,9.39,98.9,,401.2,32.1,1.97,774,2148.73,106.71,0.11,2.03,,91.4,-1,,,,,49.76,5.2,226,1.46,7.11,8.25,,,5.26,0.57,1.77,2.42,644,6034,137.61,18.69,0.75,,,,,,,,,
35,Fujian,1958,1506,302.1,1191.3,24.39,187.9,5.52,101.5,362.01,11.22,122.8,10.12,129.2,445.5,0.005,12.97,93.6,,394.7,28.9,2.45,854,2009.73,106,0.15,2.32,,95.8,-14.6,,,,,113.48,7.23,309.1,4.12,8.06,58.77,0.85,,7.66,0.134,4.52,5.79,649,9100,184.62,27.96,1.45,,,,,,,,,
35,Fujian,1959,1537,345.5,1197.6,29.22,222.2,7.38,101.2,376.2,11.07,118.4,9.6,121,400,0.014,11.41,92.3,,303.7,27.2,3.24,874,1786.47,91.67,0.64,1.65,,118.9,-10.7,,,,,102.78,10.14,414.2,7.28,11.87,93.02,1.19,0.46,9.76,2.66,6.97,8.16,837,11131,198.27,30.55,1.73,,,,,,,,,
35,Fujian,1960,1547,373.5,1199.1,29.58,226,7.31,100.2,423.46,9.14,97.2,7.94,99.8,329.5,0,6.15,85.6,,190.6,23.5,4.25,927.33,2017.33,98.66,0.04,2.05,,92.5,-10.6,,,,,96.25,12.01,482.9,10.21,14.52,121,5.55,3.28,14.88,4.82,8.12,10.09,837,13269,227.09,40.58,2.52,,,,,,,,,
35,Fujian,1961,1558,363,1234.8,23.25,162,4.95,123.6,436.7,9.83,80.3,8.93,88.7,323.5,,4.79,79.2,,117.3,24.4,5.26,936.67,1880.2,73.96,,1.92,,75.1,4.1,,,,,73.77,6.41,275.6,4.41,9,77.15,1.14,1.28,8.99,4.55,2.55,3.87,837,13379,172.36,28.86,2.21,,,,,,,,,
35,Fujian,1962,1602,353.5,1286.2,22.12,159.8,5.07,101.6,456.68,10.26,86.4,9.23,94.2,358.5,0,6.46,77,,178.7,32.7,6.83,950,1897.6,74.26,0.02,2.43,,76.8,2.8,,,,,54.1,5.12,259.5,2.84,8.03,55.77,0.12,0.17,6.05,4.99,1.72,3.23,833,13243,157.81,23.81,1.91,,,,,,,,,
35,Fujian,1963,1656,339,1339.4,23.6,166,5.2,94.2,469.59,11.42,102.5,9.53,103.3,394,0.007,9.09,79.9,,284.5,49.6,8.16,1014.67,1861.8,84.5,0.27,3.74,0.26,82,3.3,,,,,51.26,5.38,235.2,2.93,8.09,49.1,0.15,,7.01,4.93,1.92,3.29,831,13110,175.59,23.94,1.75,,,,,,,,,
35,Fujian,1964,1703,347.8,1355.7,25.95,193.9,5.92,94.6,483.86,11.88,118.4,10.36,118.8,434,0.037,7.07,82.9,,368.2,52.1,10.88,1033.33,1920.33,93.03,1.85,4.92,0.27,81.4,1,,,,,55.83,6.92,302.5,4.03,9.69,47.89,0.19,,12.01,5.8,2.92,4.29,821,13639,226.31,27.68,1.61,,,,,,,,,
35,Fujian,1965,1759,356.7,1403.1,28.81,215.1,6.6,95,501.1,13.48,132.1,11.84,133.3,455,0.05,8.03,87.8,,446.9,52.1,15.07,1066.67,1726.13,79.6,2.41,8.08,0.39,80.5,9.5,,,,,57.12,8.31,363.8,5.2,11.92,60.19,0.66,1.16,20.37,7.41,2.72,4.94,873,14251,290.11,35.34,1.52,,,,,,,,,
35,Fujian,1966,1812,363.4,1450.3,32.13,240,6.7,100.7,520.3,15.16,144.3,13.36,145.6,450,,8.95,90.9,,487.7,38.5,19.39,792,1983,85.33,0.17,9.92,0.57,75.4,13.5,,,,,59.23,9.62,429.5,7.11,14.47,80.51,1.49,4.37,26.46,9.54,2.68,4.58,873,16064,236.63,27.02,1.53,,,,,,,,,
35,Fujian,1967,1857,379.8,1381,29.25,218.1,5.26,100.6,538.88,13.82,131.3,11.56,125.9,434,,10.85,91.3,,458.8,35.8,24.44,656.67,1934,80.07,,7.94,0.67,61.7,21,,,,,58.29,8.04,359.5,5.79,13.19,52.75,0.79,2.53,15.38,7.28,0.91,3.01,873,16520,233.44,19.26,1.53,,,,,,,,,
35,Fujian,1968,1912,388.3,1529.3,26.06,193.8,3.5,99.9,558.1,13.3,127.3,11.01,119.8,424.2,,7.79,94.1,,426.4,35.3,27.03,640,1894.4,76.87,,4.48,0.71,76.9,30,,,,,58.39,5.86,268.6,3.28,10.06,25.8,0.21,0.45,7.89,5.23,0.65,2.76,873,16979,231.41,9.39,0.57,,,,,,,,,
35,Fujian,1969,1966,383.4,1591.1,31.12,232.9,5.18,99.8,580.67,14.64,139.5,12.68,138,464,,11.4,97.6,,435.6,39.3,30.4,686.67,1907.8,78.93,,7.07,0.85,77.1,15,,,,,60.52,8.71,389.9,6.57,14.54,66.63,0.95,2.86,24.17,9.62,1.46,3.41,873,17555,212.48,27.8,0.47,,,,,,,,,
35,Fujian,1970,2020,389.6,1639.1,34.7,255.9,6.45,99,615.16,15.34,146.5,14.01,152.6,566.5,,11.14,102,,523.8,36.1,34.64,852,2000.47,81.53,,10.58,0.98,77.1,10,,,,,63.25,10.64,480.3,8.91,16.26,110.03,3.62,4.72,32.85,13.12,3.81,7.21,873,18136,238.19,38.68,0.07,,,,,,,,,
35,Fujian,1971,2078,400.3,1689.4,41.03,291.8,6.85,100.8,642.25,18.43,162.2,16.8,161.7,585.5,,9.64,104.8,,627.9,37.7,36.97,836.67,2167.4,89.87,,10.53,1.27,84.9,-65,,,,,68.45,12.85,582.9,10.15,16.96,164.05,8,5.48,41.62,15.33,5,8.45,952,19409,253.41,47.93,0.18,,,,,,,,,
35,Fujian,1972,2135,402.6,1748.1,44.5,316.3,8.59,100,644.02,20.23,178,18.55,178.5,621.5,0.042,13.44,105.2,,596.2,40.5,43.54,935.33,2207.13,123.25,1.23,10.75,1.63,92.6,-51,,,,,79.15,14.74,667.8,12.51,19.6,209.61,9.37,6.92,55.08,18.46,5.24,9.74,952,19901,296.62,55.32,0.42,,,,,,,,,
35,Fujian,1973,2194,413.1,1797.3,43.64,311,9.58,100,651.54,18.56,163.4,17.55,169.8,605,0.015,11.99,103.5,,585.5,36.2,54.97,920.67,2261.13,116.82,0.49,13.78,2.2,90.2,-40,,,,,84.25,16.12,732.3,14.96,22.51,244.79,12.44,8.54,69.27,22.5,5.28,9.09,978,20932,350.23,53.36,0.62,,,,,,,,,
35,Fujian,1974,2245,424.3,1833.6,45.16,322.2,9.29,99.8,660.21,19.34,170.2,18.49,178.7,631.5,0.006,14.22,102.7,,585.7,37.6,68.9,970.67,2261.07,107.64,0.14,13.41,2.67,86.7,-37.5,,,,,86.32,16.66,760,14.86,23.28,248.92,10.25,6.79,74.9,22.43,5.01,9.09,978,22114,394.43,59.23,0.87,,,,,,,,,
35,Fujian,1975,2297,439.2,1871.1,46.48,331.5,9.59,100.2,676,19.43,171,18.57,179.8,640.5,0.004,13.56,100.8,,617.5,36.3,87.83,904,2290.87,106.08,0.06,11.86,3.22,95.3,-49,,,,,91.6,17.81,810.3,17.38,24.51,280.67,9.84,7.72,89.13,26.83,4.76,10.26,978,24204,398.32,80.49,1.03,,,,,,,,,
35,Fujian,1976,2351,448.3,1913.6,46.92,331.1,8.91,100.4,682.29,18.87,164.5,17.77,171.3,600.5,0.002,13.27,98.8,,608.3,39.6,107.83,920.67,2273.73,101.17,0.04,11.46,3.76,76.4,-22.8,,,,,97.5,17.37,772.2,16.24,25.91,293.57,6.47,6.8,87.3,29.44,4.42,9.09,978,25752,392.6,108.49,1.14,,,,,,,,,
